metal-HUD: 183346,0,1266.25,61.43,49.9,47.1,44.68,135.27,121.85,50.08,112.46,58.76,126.48,57.71,135.64,100.29,119.58,127.82,77.75,95.99,81.32,72.64,111.94,126.52,64.43,62.66,42.19,67.84,106.21,101.84,106.88,130.18,92.95,136.72,87.84,44.84,126.67,64.95,107.85,99.65,105.61,127.75,136.66,96.6,101.18,97.07,126.69,59.35,41.95,124.65,74.79,89.83,106.74,61.33,111.91,55.89,60.32,113.49,94.73,65.55,89.62,106.26,88.78,116.89,114.81,59.76,125.43,132.81,103.23,126.88,75.18,80.07,126.51,111.79,98.34,85.06,43.71,122.05,45.17,99.7,47.58,42.1,57.36,70.53,41.77,115.83,82.47,86.68,61.21,84.4,43.86,114.83,93.14,45.51,114.9,96.34,88.73,77.39,123.97,85.87,102.32,106.43,46.9,118.02,123.32,45.29,85.95,127.04,76.36,91.13,84.06,48.21,113.23,78.43,51.6,81.02,45.62,50.51,98.22,121.73,84.04,62.67,136.33,132.68,51.69,64.4,70.19,132.92,101.76,77.43,94.27,99.66,50.15,96.83,76.03,74.81,45.73,93.15,93.28,128.52,122.42,87.19,104.02,125.86,70.97,80.11,78.69,139.3,40.58,122.27,137.18,86.18,77.17,58.16,71.02,137.24,91.01,50.39,120.68,105.9,129.33,133.52,67.57,119.17,90.26
metal-HUD: 148332,0,1076.97,126.59,127.81,54.81,110.99,72.07,116.27,139.86,41.05,137.61,78.69,47.85,62.7,72.22,91.26,133.56,71.25,76.19,55.42,117.96,96.28,63.47,114.57,87.09,60.6,128.95,119.76,119.28,64.2,56.99,74.85,103.04,49.79,136.39,70.37,97.66,107.36,84.1,101.96,136.41,53.34,74.28,97.17,101.09,111.27,46.22,43.27,75.4,94.83,67.95,121.92,102.03,71.63,46.28,73.69,69.76,134.2,51.74,88.64,104.64,135.97,135.8,132.66,43.5,123.65,120.53,98.33,102.71,137.05,138.42,57.54,89.73,113.27,117.02,94.9,103.6,114.4,74.01,61.26,122.46,108.31,51.24,57.78,40.72,120.62,117.53,42.34,77.61,108.43,82.62,132.39,62.52,63.21,112.03,74.35,91.48,86.64,91.8,70.03,128.09,58.6,103.12,97.18,77.22,118.74,57.6,114.21,77.58,86.19,99.97,104.32,65.07,54.69,81.67,88.95,70.64,131.63,105.18,118.35,101.3,82.89,115.36,89.13,90.57,53.75,87.23,133.5,69.66,113.56,81.76,92.61,100.84,109.24,75.36,118.58,44.5,86.22,129.99,125.28,49.15,67.46,49.93,111.88,87.87,106.26,118.07,85.38,87.64,110.65,104.57,118.93,128.37,66.6,65.79,127.58,70.61,126.92,50.94,47.42,89.33,76.79,109.32,42.56
metal-HUD: 231194,0,1416.35,89.63,56.63,121.32,77.29,130.09,111.18,59.38,42.82,53.42,127.54,52.99,124.33,40.84,66.32,119.95,100.48,102.53,45.14,50.92,122.37,49.84,138.77,76.85,89.48,67.02,125.28,135.02,90.17,62.05,76.85,60.3,83.01,48.41,122.67,78.6,83.27,136.09,125.92,54.58,136.06,71.33,123.23,135.56,78.86,137.96,69.14,82.35,72.53,74.9,48.29,49.22,109.34,41.48,78.35,118.1,101.17,105.22,84.83,54.16,91.57,129.32,50.1,101.76,93.27,105.35,127.67,87.54,112.24,64.59,73.25,107.9,68.77,139.86,117.64,75.09,90.28,117.09,57.21,52.05,71.44,105.71,102.42,68.43,139.02,111.16,91.41,67.56,44.02,79.52,102.12,52.11,84.69,129.06,105.12,64.05,73.96,138.73,109.87,48.96,107.25,85.03,107.09,69.59,113.17,48.15,77.71,99.22,134.29,135.23,84.72,134.08,128.15,133.34,127.32,82.17,51.88,93.28,46.36,112.4,112.27,115.32,45.73,120.32,75.94,49.2,79.54,129.28,68.12,127.63,92.64,50.61,73.98,63.21,133.66,69.71,119.11,117.28,92.98,88.17,84.39,85.24,134.69,74.36,124.18,114.7,109.47,49.26,129.29,94.93,92.06,80.85,130.21,132.84,52.87,57.48,111.88,82.26,105.16,94.06,56.8,59.15,113.3
metal-HUD: 297194,0,1525.91,72.99,102.43,59.91,114.97,68.6,51.96,125.36,99.39,124.53,137.53,76.66,98.51,119.07,126.8,57.29,96.34,84.55,80.19,64.1,111.76,102.55,48.2,67.32,71.09,69.12,120.63,68.01,58.17,102.68,80.26,63.34,95.66,129.69,53.61,72.13,86.23,61.02,124.58,111.33,83.26,136.14,92.7,53.41,66.36,46.63,93.53,66.65,55.99,41.67,103.45,120.66,88.67,91.61,66.42,107.96,128.41,96.56,127.8,94.89,82.88,106.55,70.53,121.29,91.23,71.56,50.41,53.0,102.12,83.77,110.06,83.21,112.46,50.86,139.44,78.76,97.72,59.39,80.72,88.66,79.37,130.15,115.72,110.13,139.03,69.89,99.47,138.63,86.19,134.71,46.87,133.46,94.75,52.24,82.11,87.33,134.92,95.65,117.87,117.44,91.4,74.24,66.55,88.82,63.67,90.16,134.54,56.91,76.06,99.06,92.63,76.06,54.24,93.8,86.89,97.0,109.81,123.25,66.51,83.46,118.23,47.31,92.63,111.59,92.83,47.24,97.86,130.74,132.88,132.06,115.93,102.93,40.32,91.64,136.48,55.38,118.19,100.36,61.54,104.78,61.96,71.65,123.22,59.39,79.26,80.12,116.75,78.86,120.57,43.34,63.54,107.8,89.12,75.76,101.87,66.25,40.78,91.45,73.74,117.2,94.4,84.4,80.01
metal-HUD: 114560,0,1022.25,106.44,116.15,81.79,81.76,50.35,111.94,51.23,86.58,53.21,131.47,74.0,42.42,91.66,90.93,61.79,106.19,43.13,130.46,85.53,111.43,78.16,58.87,106.03,60.15,71.28,87.31,50.56,69.32,107.39,118.92,126.21,112.24,86.93,90.45,72.96,76.16,129.92,102.36,121.11,74.16,75.46,41.15,111.17,70.63,127.66,42.67,62.59,50.89,106.32,137.89,71.54,67.88,80.22,47.31,66.32,108.42,109.98,111.73,115.59,66.52,52.3,80.11,60.77,53.47,133.15,45.68,71.86,46.41,71.25,107.8,98.33,124.62,43.98,40.14,87.1,47.09,132.97,53.14,48.12,62.4,53.12,127.53,135.19,100.79,79.19,64.93,128.27,116.0,73.12,68.65,99.24,104.54,63.92,80.89,59.94,120.24,56.65,54.54,88.04,117.48,125.72,113.87,80.61,135.63,126.47,129.12,76.32,60.01,137.86,123.34,119.0,78.02,77.58,64.0,86.63,87.47,59.53,117.03,114.29,70.23,90.42,63.96,129.23,51.35,116.44,68.0,53.3,102.42,55.44,62.97,41.42,125.87,128.87,125.52,78.11,103.55,41.6,75.79,108.62,103.08,55.27,63.39,60.44,78.4,133.53,137.23,127.56,103.47,47.31,42.04,84.89,86.78,94.31,44.03,137.75,66.02,108.11,75.41,68.5,136.07,88.36,65.66
metal-HUD: 245035,0,1709.56,54.98,42.74,78.83,92.56,56.47,91.03,70.98,114.97,87.69,71.2,80.97,68.75,108.73,67.2,74.82,62.19,86.59,52.14,69.43,58.85,93.47,84.67,120.47,109.96,97.15,79.15,59.29,59.12,84.94,96.31,111.19,110.03,85.4,40.67,75.07,100.41,44.79,70.98,70.23,127.71,107.33,43.41,78.81,71.48,123.92,67.62,81.18,129.29,52.9,54.73,71.63,42.47,92.23,85.87,67.23,53.31,59.45,113.37,125.39,71.7,64.87,115.97,109.5,82.57,135.16,77.18,45.94,98.97,51.97,60.23,113.53,80.38,78.26,116.88,54.06,99.15,75.49,91.16,103.57,46.22,40.19,133.63,120.57,65.97,69.73,107.0,105.15,109.55,121.61,82.76,66.3,126.98,61.69,104.73,137.91,79.18,50.08,48.22,82.59,58.81,101.66,76.93,111.86,89.88,94.08,114.89,110.23,72.2,71.94,112.66,74.49,45.36,71.98,94.99,110.35,55.89,50.84,56.23,113.42,122.87,57.71,124.64,127.34,45.66,43.79,73.45,113.64,107.88,124.64,94.9,57.12,129.06,84.36,92.05,88.73,126.56,73.81,107.5,106.46,80.14,69.84,79.69,93.47,116.82,66.76,123.51,133.97,59.9,130.09,124.67,133.98,48.8,124.05,112.56,114.21,120.64,102.83,99.97,67.99,53.66,118.54,139.48
metal-HUD: 197348,0,2570.14,105.5,102.83,95.95,114.73,89.55,68.65,131.34,84.64,49.69,86.95,114.74,135.31,125.58,135.03,126.86,101.1,46.61,65.0,58.96,44.69,75.83,49.61,106.15,102.27,83.12,44.06,83.09,112.07,98.43,121.92,114.94,62.93,62.06,80.32,125.28,65.08,89.64,79.46,53.24,41.12,100.64,134.88,93.71,65.28,63.47,113.03,53.08,139.81,50.83,60.3,75.69,134.9,124.04,103.76,43.38,78.18,101.2,55.57,59.62,87.37,81.74,122.38,92.46,88.09,85.88,87.64,101.3,96.19,78.69,134.41,130.82,66.52,109.7,95.54,64.59,123.9,86.91,89.51,94.22,84.45,138.13,50.27,72.57,54.36,101.28,66.93,66.88,63.38,73.88,55.56,59.82,63.97,49.15,92.37,71.24,44.0,129.28,106.62,78.95,106.22,117.8,116.82,66.57,75.4,133.76,111.38,65.83,136.26,125.43,47.2,85.03,123.55,42.29,120.2,114.62,86.19,54.8,107.31,138.71,115.33,42.92,125.23,127.71,94.15,72.17,136.87,87.68,100.02,52.53,69.59,65.71,105.55,133.43,92.21,125.54,103.23,48.17,106.04,109.09,83.65,63.01,106.2,43.84,117.49,129.34,132.42,139.0,120.16,92.85,109.58,138.24,134.65,133.61,43.77,57.27,121.45,116.72,99.21,71.28,61.55,138.72,114.4
metal-HUD: 138890,0,1890.38,112.39,98.85,77.71,100.11,75.9,108.52,110.22,123.85,53.26,61.36,85.88,123.92,77.12,133.58,85.25,106.28,111.94,127.37,71.33,91.24,83.93,47.01,62.9,100.16,127.93,81.28,68.36,117.04,77.02,93.5,130.29,119.52,50.91,49.18,54.45,116.59,139.17,98.21,115.17,80.99,110.95,81.12,46.05,111.38,129.28,139.67,109.14,71.97,77.03,137.85,41.16,42.91,81.67,65.89,91.28,102.02,76.06,44.64,66.13,42.8,138.83,119.84,137.77,87.2,91.57,97.8,56.42,120.7,133.25,74.77,116.74,98.06,98.84,75.26,132.26,48.24,109.55,89.17,66.75,100.19,107.56,79.36,65.27,85.88,78.55,102.05,136.04,50.56,70.64,117.29,109.39,92.05,116.38,113.32,127.71,40.14,128.59,91.92,135.1,123.49,79.38,139.71,77.04,120.64,125.83,124.45,117.74,86.26,61.96,59.43,44.71,110.35,138.63,130.58,131.45,79.67,118.48,121.57,43.54,91.19,131.47,77.42,132.66,75.3,61.74,99.03,58.53,123.62,70.42,83.35,62.92,49.89,83.77,57.35,52.77,81.41,115.26,60.4,138.48,69.0,113.74,105.78,128.81,71.9,115.33,107.34,121.35,127.65,112.83,88.2,124.49,45.23,53.91,132.5,95.02,79.98,44.13,112.82,86.54,65.12,71.79,117.04
metal-HUD: 268040,0,2439.46,67.68,131.56,95.45,80.2,43.56,81.26,63.19,134.31,72.82,46.18,65.15,81.8,69.31,102.79,62.76,85.53,72.04,73.22,132.75,128.17,76.53,109.17,76.51,87.24,88.71,67.21,76.04,112.38,67.82,114.64,115.44,119.7,85.82,77.73,96.41,40.12,85.38,54.5,87.01,76.76,110.54,123.18,51.71,54.83,47.85,82.59,43.11,52.7,109.13,101.47,109.67,136.53,122.89,58.55,66.4,110.84,113.67,85.98,71.02,79.48,67.0,84.18,135.17,127.87,135.48,93.33,132.73,55.66,138.63,138.38,43.84,104.2,129.41,103.32,79.73,44.33,124.97,83.34,54.75,135.02,51.54,113.08,95.69,46.62,74.6,126.68,133.15,64.51,101.74,66.78,105.48,88.73,99.51,123.64,111.91,110.13,127.62,138.16,42.88,104.89,72.16,88.5,89.9,103.72,137.47,77.62,105.86,57.28,79.86,106.34,61.07,74.58,96.23,126.29,51.87,72.09,42.74,130.2,126.36,139.87,121.16,114.91,84.05,72.91,74.43,116.43,79.17,60.96,44.82,50.3,94.13,68.59,95.08,73.19,47.0,88.54,130.75,118.09,115.06,104.53,56.53,68.83,67.67,92.05,74.1,124.17,88.1,108.98,134.88,111.76,78.59,90.32,137.95,125.56,118.7,103.51,52.04,103.79,49.13,45.43,66.31,79.98
metal-HUD: 248117,0,1775.9,69.8,53.28,114.89,60.78,71.09,89.48,86.8,106.83,83.09,83.68,123.34,90.71,108.57,98.07,128.58,126.39,66.61,113.26,128.97,129.57,111.01,46.45,63.43,125.23,78.9,47.38,89.34,127.91,79.94,40.54,65.66,86.29,122.11,49.47,119.61,60.11,44.08,49.12,133.39,61.15,105.38,82.72,83.5,126.99,116.32,51.85,135.14,49.01,52.48,103.33,112.89,125.91,64.56,122.77,93.14,135.28,44.38,116.67,101.16,126.08,47.38,94.09,78.0,91.9,125.15,93.35,114.09,121.16,66.45,75.77,102.91,73.49,127.15,128.71,92.51,81.24,45.71,67.25,89.79,76.16,90.76,66.08,103.59,74.06,85.66,128.17,126.72,84.44,124.54,109.56,64.5,45.89,64.22,92.55,94.0,124.76,45.69,111.87,99.45,114.38,107.28,69.12,106.74,91.65,63.31,127.6,90.2,97.78,54.33,47.85,62.55,67.79,118.86,81.17,54.56,49.08,126.99,53.19,104.72,62.76,85.2,63.93,93.97,54.19,70.7,76.42,98.72,138.53,105.72,84.35,83.29,77.82,60.45,100.22,51.63,68.23,65.74,42.58,66.22,77.89,115.84,109.07,129.85,125.82,109.0,42.47,93.82,125.93,94.8,111.61,74.15,138.56,96.23,45.25,79.81,75.1,105.01,79.36,72.65,58.58,127.42,52.65
