metal-HUD: 249428,0,1536.39,89.82,136.61,67.19,87.96,98.75,49.81,57.03,110.44,72.12,46.46,41.2,52.04,119.03,86.81,129.36,136.49,97.79,71.88,106.75,94.82,67.79,80.88,62.51,42.36,112.21,86.9,52.49,81.26,69.79,130.59,95.9,43.68,72.05,58.48,71.45,121.45,69.83,138.69,64.13,68.54,80.48,61.27,76.94,63.85,68.74,76.75,136.23,92.14,56.04,91.48,129.8,110.19,105.83,98.97,92.96,75.37,97.32,124.5,73.92,88.66,57.17,69.05,55.4,96.24,101.73,122.15,117.83,76.79,73.68,68.52,66.73,62.28,120.87,100.83,115.27,133.33,74.49,125.87,101.34,124.32,88.36,81.28,105.2,124.32,81.96,107.16,116.67,132.98,135.06,100.42,103.8,73.13,136.63,93.92,70.19,93.99,76.58,46.88,83.85,82.57,119.88,43.08,100.43,68.3,64.62,71.53,59.65,91.96,133.25,76.34,122.26,105.51,80.43,52.34,132.27,68.12,76.43,132.94,50.97,127.42,105.28,102.98,91.17,88.37,110.66,129.34,62.15,90.77,42.46,57.78,54.68,64.91,40.5,44.34,70.02,134.49,91.38,121.59,121.08,70.86,50.81,45.62,47.56,67.43,63.96,134.97,91.65,114.06,88.03,55.56,53.53,139.51,113.13,102.73,42.38,93.73,66.09,77.17,114.05,84.21,110.19,84.05
metal-HUD: 195395,0,1478.68,102.01,77.74,42.21,97.85,129.88,90.29,103.51,74.17,109.35,110.27,83.4,57.36,100.47,41.99,103.82,78.96,77.75,86.53,63.04,88.84,114.49,69.5,136.22,58.71,68.83,86.98,139.66,106.38,128.71,85.27,107.75,68.87,108.03,66.3,41.26,55.03,116.13,46.95,95.8,101.38,56.43,54.77,43.35,45.05,121.57,56.18,111.67,58.4,67.08,92.51,111.25,100.17,101.64,69.04,63.79,52.28,62.47,64.05,116.12,46.49,63.21,104.07,81.02,121.89,91.55,98.48,85.5,74.12,62.31,70.75,106.85,127.48,84.15,70.14,99.13,74.33,139.2,70.69,128.5,84.58,75.28,110.58,110.6,97.87,66.93,95.98,56.21,113.54,121.81,45.64,128.28,137.67,138.78,115.43,59.36,78.33,64.71,104.47,57.92,43.34,41.73,66.18,73.58,40.28,100.32,119.52,130.39,114.79,124.07,66.83,86.89,105.12,107.07,95.61,56.82,125.12,70.68,78.75,94.33,49.0,58.02,44.13,139.67,139.22,43.95,133.36,100.67,98.4,130.84,87.64,107.06,65.23,75.69,107.29,44.2,60.72,128.79,118.39,112.42,41.99,79.07,126.55,70.56,76.18,54.92,84.96,131.13,84.65,125.49,62.44,69.83,115.89,124.23,80.5,74.99,44.13,48.23,133.21,42.92,114.5,81.02,63.94
metal-HUD: 195011,0,2185.62,82.86,81.69,136.44,129.66,109.49,48.4,56.37,56.01,52.82,127.79,135.97,60.58,97.65,54.61,122.38,115.98,45.1,130.01,90.29,42.92,84.68,121.44,123.34,42.48,79.19,129.67,92.47,128.13,51.27,60.71,42.19,45.86,95.65,134.75,89.29,118.21,128.88,102.56,81.08,92.34,83.66,43.82,43.47,101.36,60.45,75.2,124.1,70.76,135.8,121.2,48.63,116.35,88.86,114.41,90.71,81.4,89.18,131.44,63.39,133.18,122.02,110.71,85.28,95.18,51.97,124.5,106.31,109.08,130.96,122.02,70.63,95.31,66.53,91.73,70.53,55.26,60.16,71.05,85.45,68.23,79.5,47.38,76.95,45.83,133.64,121.73,61.51,52.42,87.61,126.47,71.92,66.86,105.34,55.05,47.05,90.02,115.94,105.18,47.18,108.31,131.8,41.19,81.86,128.03,74.56,43.7,128.63,112.91,85.91,115.59,125.29,94.95,105.57,122.34,109.09,59.44,135.9,87.33,47.23,80.3,41.95,97.17,97.69,52.23,115.03,90.22,85.08,52.44,124.57,52.23,77.69,56.28,129.8,50.85,89.74,74.26,120.09,51.44,58.6,132.31,79.53,136.8,82.67,102.04,130.35,104.76,62.7,122.2,126.5,123.28,89.17,43.15,111.34,77.46,62.34,49.96,103.19,55.37,96.88,62.13,96.2,105.07
metal-HUD: 269913,0,1471.23,69.43,98.32,83.85,73.77,78.48,111.41,96.11,71.83,73.62,133.11,48.94,58.79,59.56,88.07,138.95,81.53,135.46,70.44,131.69,53.69,112.35,90.81,90.73,76.65,113.27,85.91,94.76,85.06,82.72,52.54,68.44,60.5,135.87,91.84,44.11,76.77,53.39,127.72,60.41,56.21,42.19,68.25,40.5,41.46,65.84,128.42,60.83,43.73,90.94,132.08,96.31,111.78,108.01,134.0,133.67,107.43,76.68,95.0,75.59,107.87,99.93,118.33,58.49,52.65,101.68,124.39,66.58,113.29,129.75,133.85,98.12,53.17,90.18,51.86,57.45,124.86,73.24,89.17,74.91,87.95,51.83,78.52,62.38,70.69,51.41,63.37,95.27,62.1,61.81,41.68,75.45,83.0,109.11,107.38,69.5,72.68,122.53,82.88,76.97,133.23,88.28,42.09,131.96,102.37,102.27,100.07,110.9,93.13,126.47,130.41,133.57,137.83,78.33,125.46,138.58,133.93,110.36,130.44,82.08,55.36,129.6,59.41,43.13,71.96,102.19,54.94,55.91,135.51,66.35,101.86,129.58,139.82,57.54,91.35,79.86,92.66,101.33,137.3,84.42,48.98,89.76,104.3,126.72,135.82,124.73,51.99,75.55,89.17,63.71,130.61,56.98,63.4,51.88,90.64,109.79,120.63,113.02,64.09,79.76,87.34,130.39,130.4
metal-HUD: 205839,0,2179.94,130.02,52.4,132.63,121.96,117.32,69.2,118.11,128.37,92.87,131.15,70.76,69.11,134.49,105.86,50.33,59.06,85.69,131.45,41.41,81.77,41.0,52.55,65.32,96.11,112.61,103.69,106.91,83.47,103.36,100.98,44.26,43.25,71.82,40.25,66.36,40.62,117.87,46.0,97.62,62.36,47.69,107.41,92.03,127.86,67.5,102.9,85.33,93.93,112.4,105.6,79.66,129.92,70.94,54.16,49.97,104.01,67.27,90.5,46.22,86.65,102.72,40.35,61.92,97.69,90.7,55.63,75.36,67.78,68.61,130.45,118.28,76.73,105.51,46.84,90.73,139.96,113.34,111.3,137.83,134.39,53.96,97.36,98.18,103.61,111.4,59.15,122.9,103.66,80.67,96.12,118.73,139.63,105.14,126.74,129.75,46.15,136.35,125.33,127.77,54.35,46.12,103.69,42.74,101.85,119.13,75.24,63.28,107.95,136.77,67.03,100.06,120.69,42.16,48.76,84.74,126.23,139.78,52.93,80.03,56.73,128.62,70.44,98.98,64.24,111.31,107.21,133.31,121.3,130.33,97.8,92.88,115.4,71.27,135.96,108.04,98.59,53.66,132.51,77.39,46.26,80.77,103.44,102.17,75.73,75.67,95.56,125.71,98.89,98.17,113.77,78.35,77.57,114.32,131.02,60.49,69.65,73.63,72.22,98.51,103.81,51.67,138.62
metal-HUD: 214564,0,2176.98,44.86,57.54,106.01,71.43,74.98,71.01,64.55,79.81,52.77,53.9,109.37,53.17,64.13,53.39,112.57,86.23,130.5,49.98,42.55,112.67,55.43,113.85,104.63,90.8,78.23,63.48,63.03,45.98,61.1,130.94,113.99,70.91,48.82,71.85,96.99,81.42,137.08,106.06,118.44,99.09,81.99,49.48,80.1,68.32,68.24,120.46,93.37,116.32,85.44,78.09,103.15,59.33,77.64,116.73,63.02,90.49,49.69,119.81,115.43,139.89,42.51,40.14,70.3,132.19,52.75,56.37,59.63,53.0,88.4,120.02,62.18,137.4,104.33,89.25,99.8,99.43,90.87,123.01,132.67,114.66,85.37,64.59,95.09,47.5,113.19,85.13,122.97,136.91,138.36,131.97,79.56,116.05,103.22,67.21,84.82,59.96,52.2,85.22,101.51,139.43,76.06,87.08,122.63,71.0,70.26,75.39,59.05,138.24,55.25,44.13,63.92,108.23,102.77,136.86,45.66,90.69,84.62,121.47,114.95,62.5,48.94,134.8,129.12,57.72,57.24,128.21,49.15,83.09,95.05,137.07,103.26,79.3,68.03,130.14,79.15,123.2,132.29,85.53,132.72,61.67,87.07,83.57,62.59,104.74,86.65,85.73,50.22,96.44,55.34,110.79,135.08,87.68,128.01,100.04,54.8,113.14,44.23,74.46,132.13,94.52,62.0,65.09
metal-HUD: 261793,0,1325.84,101.93,49.73,134.91,77.2,95.16,54.6,55.11,71.33,53.5,89.61,133.85,109.33,105.67,66.9,118.13,134.67,52.57,75.57,49.39,95.82,100.52,69.74,98.92,130.05,67.48,112.21,124.25,99.71,60.98,89.94,89.67,56.88,50.11,129.12,104.76,56.09,115.07,96.27,83.73,80.53,97.32,133.11,121.14,60.0,74.5,64.85,95.63,53.1,100.33,83.37,68.46,112.55,75.38,85.67,81.95,53.72,114.49,98.6,133.84,91.03,63.32,73.37,104.85,86.55,99.99,94.39,61.49,117.99,109.36,117.32,95.95,47.93,119.86,136.27,103.99,87.62,114.04,49.91,42.76,51.31,58.28,105.6,88.61,54.93,137.09,112.38,107.1,139.96,91.55,110.78,121.51,65.52,104.48,74.15,52.48,97.56,133.16,135.74,115.72,91.09,93.35,81.67,132.43,102.85,112.11,95.41,118.21,79.32,128.97,77.97,105.95,126.52,127.98,59.36,106.57,129.32,114.6,111.79,122.6,137.68,85.11,122.17,103.1,60.82,84.04,86.44,125.97,83.15,79.24,132.11,119.64,112.84,86.05,58.04,84.12,75.06,57.1,85.73,64.77,63.78,96.14,134.46,75.84,101.93,105.23,62.94,77.9,77.07,133.92,123.89,115.13,70.42,130.63,119.72,60.06,91.05,124.97,89.89,109.57,68.59,52.46,91.3
metal-HUD: 234491,0,1144.62,107.85,115.25,76.65,63.24,84.58,97.36,130.51,82.89,56.78,123.0,88.47,126.19,121.21,129.04,118.61,131.86,56.53,102.38,51.66,53.93,134.78,47.07,139.97,126.22,55.28,74.72,124.88,110.84,70.2,131.94,83.32,49.33,73.99,133.38,84.38,99.26,122.45,122.11,100.03,68.99,52.58,115.88,78.81,46.1,122.94,103.25,122.81,41.5,136.4,82.79,41.95,96.09,40.97,71.06,134.83,120.82,46.04,134.48,122.71,51.41,86.18,67.93,46.97,130.87,122.98,61.95,54.57,61.93,70.7,98.4,129.11,77.84,89.08,47.12,134.02,65.32,64.68,122.93,136.72,86.89,41.52,110.99,83.92,65.93,130.55,122.55,138.1,40.09,115.01,41.04,60.0,117.38,84.75,66.43,87.87,115.08,82.09,121.79,70.3,102.77,89.0,89.39,132.74,119.32,87.16,66.67,76.98,43.33,112.17,84.13,108.82,70.68,73.65,98.83,88.17,82.02,122.48,42.48,129.11,77.53,44.67,72.83,93.14,83.25,94.36,100.27,104.83,43.12,108.83,132.88,51.43,77.12,112.3,130.75,59.02,80.75,94.6,88.65,74.88,84.45,59.07,76.96,59.35,104.54,99.99,130.57,122.94,114.43,135.16,74.52,42.31,46.04,122.72,123.19,82.81,136.15,56.58,92.39,113.55,46.24,41.87,112.6
metal-HUD: 294240,0,1009.43,41.24,48.11,96.78,114.34,88.63,101.47,45.19,131.44,127.07,47.61,81.21,89.41,82.12,97.55,84.41,86.42,48.48,57.38,96.56,124.61,125.29,105.04,44.37,59.4,97.96,83.11,53.55,46.1,68.25,132.02,50.75,73.32,98.58,118.05,64.76,101.77,133.81,51.56,92.18,77.59,54.82,104.71,68.0,88.15,136.54,112.81,124.44,52.8,87.28,67.17,113.97,60.5,73.68,133.23,44.36,86.96,63.99,91.29,56.64,138.86,117.53,51.38,69.57,87.84,69.77,40.49,68.08,123.15,83.13,87.92,122.82,107.38,75.96,66.64,43.51,103.72,98.86,93.55,53.08,98.42,49.05,107.75,129.15,52.78,67.04,128.54,102.59,111.85,61.75,81.61,72.04,43.77,84.98,114.85,137.22,77.41,63.09,134.02,78.5,139.5,61.35,41.13,49.61,116.35,106.49,125.58,72.78,77.46,116.16,79.16,118.23,125.68,64.9,128.3,88.61,94.81,88.89,112.24,51.15,56.74,64.26,85.36,112.13,66.61,113.35,76.8,104.42,50.59,72.74,59.63,132.13,108.22,139.63,73.7,103.35,96.32,139.57,72.48,112.97,139.97,136.77,91.98,49.27,66.37,113.83,75.39,139.1,120.31,85.84,57.75,112.96,43.82,125.79,129.43,92.47,86.29,61.17,99.92,116.08,46.26,41.06,43.02
metal-HUD: 110205,0,1263.56,131.15,134.31,121.11,72.52,80.84,101.09,67.74,83.73,53.35,100.4,69.33,124.44,78.99,55.57,61.05,104.74,48.89,97.69,107.42,68.74,49.18,136.01,118.06,61.22,55.34,53.7,137.01,77.12,76.85,121.41,130.36,107.06,101.45,65.54,57.07,125.51,98.26,60.19,131.61,128.0,135.58,56.87,70.26,42.5,94.84,92.63,133.83,51.86,80.54,92.95,52.79,137.88,117.21,61.92,129.34,84.18,80.79,56.44,40.29,133.2,74.02,130.64,52.49,71.92,123.34,40.08,79.39,60.67,132.39,61.76,98.17,87.93,77.96,60.85,57.71,133.7,98.67,77.86,76.86,130.55,84.64,119.52,61.82,67.49,91.74,126.14,79.76,57.77,48.71,81.8,80.41,127.36,135.15,88.41,103.17,92.19,78.78,110.58,91.32,134.95,95.24,82.15,88.64,123.15,60.29,91.93,49.78,93.39,77.6,132.94,60.01,64.7,73.62,102.97,45.25,61.51,53.41,51.06,42.48,120.47,101.27,46.7,61.71,71.85,79.04,65.78,111.35,43.91,123.04,109.67,107.19,83.97,129.55,60.31,126.2,68.26,136.62,138.29,102.32,113.42,88.17,84.77,88.04,56.69,76.34,69.69,124.84,77.51,51.96,42.98,77.04,74.77,94.45,73.56,65.87,82.15,54.95,42.38,131.02,66.12,126.76,121.07
